StockCode,mean_weekly_sales,median_weekly_sales,total_sales,mean_txn_size,std_weekly_sales,cv,spike_ratio,pct_zero_weeks,avg_idi_days,longest_zero_streak,q4_pct,q1_pct,peak_month,seasonal_conc,trend_slope,trend_log_diff,mean_price,std_price,n_unique_customers,pct_repeat_customers,n_countries,top_country_pct,cancel_rate,log_mean_weekly_sales,log_mean_price,is_sporadic,is_croston,is_active
10138,1.3563414634146342,0.0,111.22000000000001,5.296190476190477,7.39878076579073,5.454954349890666,47.99676317209134,0.8902439024390244,6.4,61,0.6720014385901815,0.24869627764790506,12,0.48281861621322303,-0.0880924238961265,-1.1699124378619956,0.4776190476190476,0.14466875135649584,14,0.125,1,1.0,0.4240886495443248,0.8571101888251105,0.3904320407368658,True,False,False
11001,70.22048780487803,27.04,5758.079999999999,32.34876404494382,129.77590646389083,1.8481202640531307,12.219083444481498,0.23170731707317074,2.76271186440678,3,0.43708666777814836,0.0816730576858953,10,0.14689674226538302,-0.36815119556818054,-0.0990224632922132,1.907247191011236,0.6030297850042189,101,0.2937062937062937,8,0.9382022471910112,0.12968798886354677,4.265780527094331,1.0672066509892368,False,False,True
15030,0.4102439024390244,0.0,33.64,2.242666666666666,0.9568982499538966,2.332510597390592,10.603448275862068,0.8170731707317073,32.714285714285715,20,0.11206896551724137,0.2586206896551724,9,0.14402497027348393,-0.009733894929310738,-1.5153514733494924,0.29,0.0,13,0.13333333333333333,1,1.0,0.0,0.3437626698838922,0.25464221837358075,False,True,False
15034,11.750853658536588,6.720000000000001,963.5700000000002,5.294340659340659,16.820225347591272,1.4314045461175462,8.006226843924157,0.15853658536585366,2.679558011049724,2,0.1148126238882489,0.20815301431136296,6,0.13075349555107346,0.10473623491254995,0.9017492835183134,0.3360439560439561,0.31453510066271484,96,0.25,9,0.9505494505494505,0.007999258755945393,2.545598222973855,0.2897129758037264,False,False,True
15036,327.3231707317073,139.945,26840.5,34.81258106355383,381.7725578962714,1.1663474878446474,4.259643449265103,0.04878048780487805,0.4142857142857143,1,0.14430915966543098,0.2211203219016039,6,0.135021594715167,5.13703638401846,1.3849014332887664,0.9506355382619973,0.3039138390080098,262,0.47808764940239046,13,0.959792477302205,0.020593070204726536,5.793998399938783,0.6681552365336628,False,False,True
15039,40.8730487804878,17.810000000000002,3351.5899999999997,14.384506437768241,58.74010096144331,1.4371352936481945,6.842406141562662,0.14634146341463414,2.0344827586206895,3,0.09187877992236519,0.18368296838217085,6,0.12983651605745097,0.15008358637803237,0.7964261236203818,1.1072103004291844,0.39433863606479624,105,0.2857142857142857,8,0.9570815450643777,0.00025354667048478125,3.7346423927727312,0.7453649402016448,False,False,True
15044A,154.80036585365852,23.605000000000004,12693.63,61.027067307692306,992.1058821360754,6.40893758012154,58.13145175966213,0.23170731707317074,2.285024154589372,3,0.03291493449864223,0.06368154735879335,6,0.5879989131109828,-2.9355182246601577,0.4531053170935282,3.5506249999999997,1.2180582051210862,102,0.37423312883435583,7,0.9471153846153846,0.0006337744298392025,5.0485754816601975,1.5152645861668383,False,False,True
15044B,55.304634146341456,17.700000000000003,4534.98,25.19433333333333,161.06683105059005,2.912356867317692,24.86844043413643,0.23170731707317074,2.7206703910614527,5,0.031973680148534286,0.1076278175427455,6,0.24755243909436137,-0.5915225128154896,1.2731949399877296,3.5781666666666663,1.2415090272746587,93,0.33093525179856115,7,0.9333333333333333,0.0006500761360355935,4.030776843416156,1.5212986268674014,False,False,True
15044C,32.4009756097561,19.15,2656.8800000000006,13.486700507614215,44.806174111863285,1.3828649683737273,6.851336906446658,0.18292682926829268,2.4591836734693877,3,0.05913326909758814,0.23028891030080392,6,0.13854731430079628,-0.17365548916533335,0.48950061825871405,3.859695431472082,1.3789917599868664,84,0.373134328358209,5,0.9746192893401016,0.003319916120537339,3.5085851094289917,1.5809757675272724,False,False,True
15044D,44.17524390243902,28.025000000000006,3622.37,18.576256410256406,61.468280151266576,1.3914644203667377,7.041726825255289,0.2073170731707317,2.5051546391752577,5,0.05000041409353545,0.3042179567520712,3,0.1262497511018106,-0.4136616928418282,-0.24721999586194876,3.471538461538462,1.1668623415075785,87,0.4528301886792453,6,0.9435897435897436,0.0064729002158547665,3.8105492355215818,1.4977325242517225,False,False,True
15056BL,456.88914634146346,256.26,37464.91,53.75166427546629,707.1213829779823,1.547686979741698,8.554810354542424,0.024390243902439025,0.49712643678160917,1,0.43149229505689457,0.2628256680718037,12,0.1285387650246621,-9.909112112406264,-1.8305113609108155,6.22116212338594,1.7748227039024036,274,0.5712050078247262,12,0.8837876614060258,0.012426089938636623,6.1266271162623696,1.9770158988699584,False,False,True
15056N,569.2167073170732,429.605,46675.770000000004,56.303703256936075,521.639858482996,0.9164169845640613,5.156384136780175,0.024390243902439025,0.35144927536231885,1,0.2613025987573424,0.2474830088502021,12,0.09302423698761576,-6.375541080310404,-0.6348625358739746,6.79413751507841,2.494091885581558,302,0.561046511627907,13,0.9083232810615199,0.013365584349562344,6.346016476850913,2.0533718504712115,False,False,True
15056P,119.64975609756098,53.550000000000004,9811.28,36.88451127819549,239.56095065546916,2.0021850312852623,15.450929950016715,0.07317073170731707,1.7169811320754718,3,0.4375402597826175,0.12258543227794946,12,0.14090795698773947,-1.9574127403924635,-0.9056112202587379,6.2379323308270695,1.7368689708261524,156,0.36585365853658536,8,0.8759398496240601,0.09859910625036751,4.792891770498844,1.9793355759443612,False,False,True
15056bl,11.833902439024389,0.0,970.3799999999999,15.162187500000002,19.16024013072142,1.6190973543551563,7.524145180238671,0.5853658536585366,8.666666666666666,22,0.3282837651229416,0.1797646282899483,12,0.10662295776297379,0.3268429816828288,1.3849014332887664,12.598750000000003,0.1479543043999604,0,,1,1.0,0.0,2.5520902975403827,2.6099778767531556,False,True,False
15056n,15.679756097560979,0.0,1285.7400000000002,16.07175,28.497571998616312,1.8174754646246807,10.546082411685099,0.5975609756097561,4.544303797468355,27,0.1582901675299827,0.1647455939770093,6,0.138109461398399,0.36264624895244935,0.04176458363537883,12.590000000000003,0.13082019741092307,0,,1,1.0,0.0,2.814195774375309,2.6093342281630525,False,True,False
15056p,4.919512195121952,0.0,403.40000000000003,14.407142857142857,9.84482415902243,2.0011789316803155,10.131085770946951,0.7439024390243902,13.0,29,0.25225582548339115,0.12354982647496282,12,0.11332078915730912,0.13095460432515973,0.07409682878876023,12.608571428571427,0.131027683976532,0,,1,1.0,0.0,1.7782540460282479,2.610699846317401,False,True,False
15058A,33.01085365853658,0.0,2706.89,22.93974576271186,57.94126249282346,1.7552185439421344,7.1794568674752215,0.5121951219512195,4.017094017094017,14,0.002936949783700114,0.0503382110096827,5,0.32527365796408364,0.46854638064452936,1.3849014332887664,8.357457627118647,3.767592395078606,63,0.3076923076923077,7,0.9152542372881356,0.03770076859086934,3.526679698925698,2.2361736325594936,False,True,False
15058B,33.60841463414634,7.95,2755.89,23.554615384615385,58.001412657754216,1.7258003178413672,8.214906981047864,0.47560975609756095,4.112068965517241,12,0.020193113658382594,0.08546059530677931,5,0.26383753974501134,0.480448297254057,1.3849014332887664,9.593931623931624,5.135005448955401,57,0.2875,8,0.8974358974358975,0.01979342282165646,3.544096850014636,2.3602813488756826,False,False,True
15058C,28.754146341463404,0.0,2357.8399999999992,25.083404255319145,51.13293734337032,1.7782804864436808,8.547289044209958,0.5365853658536586,5.075268817204301,11,0.003371730058019205,0.07523835374749772,6,0.26069390041655865,0.37076000478880294,1.3849014332887664,9.629148936170212,6.211119175997165,50,0.21875,5,0.9361702127659575,0.009993113988680071,3.3929684951024486,2.3636001266999775,False,True,False
15059A,19.109756097560975,0.0,1567.0,391.75,173.0462013592846,9.055385138137419,82.0,0.9878048780487805,0.3333333333333333,78,1.0,0.0,12,1.0,-1.3814281516309141,0.0,10.5,5.0,1,0.0,1,1.0,0.0,3.0012050752953456,2.4423470353692043,True,False,False
15060B,67.1069512195122,49.965,5502.77,13.931063291139242,63.35395579820996,0.9440744162400421,4.709050169278381,0.036585365853658534,1.017766497461929,1,0.32325537865475024,0.29075538319791666,3,0.09816890660745348,-0.9491101533505296,-1.181509057924842,5.698860759493671,2.3342307004228133,145,0.3584070796460177,8,0.9468354430379747,0.007614080458215433,4.221079281654262,1.9019374760427115,False,False,True
15060b,0.20658536585365855,0.0,16.94,8.47,1.3146010233707395,6.3634760281228235,41.0,0.975609756097561,61.1694444444443,44,0.0,0.5,3,0.5,-0.005715436270828572,0.0,8.47,0.0,0,,1,1.0,0.0,0.18779435853530943,2.248128907197987,True,False,False
16008,1.5390243902439025,0.0,126.2,5.048,3.6822733885522054,2.3926023602320194,12.475435816164817,0.7439024390243902,18.541666666666668,15,0.3030903328050713,0.25356576862123614,3,0.14611959734881116,0.040264037178524406,1.3467736029576072,0.2432,0.034,20,0.2,3,0.92,0.0,0.9317799089166154,0.21768870063124593,False,True,False
16010,0.04682926829268293,0.0,3.84,0.96,0.23683550601750805,5.057424868082204,30.75,0.9512195121951219,61.1694444444443,45,0.375,0.625,2,0.3203125,0.0012694681163679113,0.9354606479818752,0.12,0.0,4,0.0,1,1.0,0.0,0.04576585105818992,0.11332868530700317,True,False,False
16011,7.360975609756098,5.04,603.6,7.018604651162789,9.838871335671161,1.3366259932488986,5.078131212723658,0.35365853658536583,6.129411764705883,4,0.33156063618290255,0.25198807157057657,11,0.09760437869799096,0.0035256473046658137,0.18652224287483055,0.20941860465116285,0.005391638660171917,63,0.26744186046511625,3,0.9651162790697675,0.008280757097791799,2.123575120019317,0.19013975211153408,False,False,True
16012,6.3621951219512205,0.63,521.7,7.5608695652173905,10.77868759325839,1.6941774633835305,9.50615296147211,0.4878048780487805,7.705882352941177,7,0.3385278895917193,0.4227717078780909,2,0.12746838502824456,0.014450648120939037,-0.5099734039482398,0.20927536231884064,0.006019292654288459,56,0.17647058823529413,5,0.8840579710144928,0.0,1.9963581385381275,0.19002130609525766,False,False,True
16014,88.58853658536584,1.26,7264.259999999999,115.30571428571427,230.2852607181033,2.599492774058813,14.922924014283632,0.45121951219512196,8.53225806451613,6,0.4321018245492315,0.16198484085096077,12,0.1585393146316192,-0.4444747009719092,-0.1711403201488242,0.38984126984127,0.046263343794052066,31,0.5,4,0.9206349206349206,0.0,4.495227371900408,0.32918954626312963,False,False,True
16015,8.224146341463415,2.0,674.38,11.831228070175438,15.987313099031615,1.9439480324454943,12.558142293662327,0.4146341463414634,9.535714285714286,5,0.1355318959637,0.21130519884931345,4,0.13374283619896246,0.04260619714630881,0.6904054855205102,0.4852631578947368,0.043346826509227325,35,0.38596491228070173,1,1.0,0.0,2.2218246481339903,0.39559196725822743,False,False,True
16016,18.179878048780488,8.5,1490.75,20.70486111111111,38.22325084190532,2.1025031487749364,13.53144390407513,0.3780487804878049,7.436619718309859,4,0.07177595170216335,0.367097098775784,7,0.13935658625361175,0.13031366659048113,1.3849014332887664,0.8355555555555554,0.04114176415072025,43,0.39436619718309857,4,0.875,0.0,2.953861711185886,0.6073471907566125,False,False,True
16020C,1.3358536585365852,0.0,109.53999999999999,3.4231249999999998,4.107646273018857,3.0749223515386737,23.610370640861788,0.7317073170731707,17.741935483870968,15,0.17071389446777432,0.023279167427423773,6,0.21796108606145523,0.020159336533124367,1.3737155789130306,0.845625,0.008400268812903094,22,0.12,1,1.0,0.0,0.8483774168292201,0.61281797351605,False,True,False
16033,18.83560975609756,0.0,1544.52,30.8904,42.821022646450245,2.2734078270329423,13.76116851837464,0.5609756097560976,8.408163265306122,18,0.13984927356071788,0.28202936834744774,5,0.13221919479117808,-0.5008717798021354,-1.182223360664616,0.1164,0.009847821679779477,43,0.12244897959183673,6,0.8,0.0359523631188675,2.987478794915392,0.11010922268003005,False,True,False
16043,2.198780487804878,0.0,180.29999999999998,13.869230769230768,9.23291874858033,4.1991089150504,26.196339434276204,0.8658536585365854,44.416666666666664,31,0.05823627287853578,0.06289517470881864,8,0.247350699472039,-0.018949946125967284,-0.5636381397273702,0.31846153846153846,0.15947027695081373,11,0.08333333333333333,2,0.9230769230769231,0.2729252359061215,1.162769639608575,0.276465555708097,True,False,False
16044,4.746585365853659,0.0,389.22,129.74,40.74227725713869,8.583491945648662,77.66425158008323,0.9634146341463414,20.5,70,0.0,1.0,1,0.9017738314256429,-0.28208378228360603,0.0,0.3,0.20784609690826528,2,0.0,2,0.6666666666666666,0.0,1.7486058289940998,0.26236426446749106,True,False,False
16045,1.5785365853658537,0.0,129.44,8.09,4.429379780441696,2.8060038782155368,15.203955500618047,0.8536585365853658,34.93333333333333,15,0.1854140914709518,0.2892459826946848,6,0.23252546674387797,0.04564338655434748,1.3730491343698703,0.08499999999999999,0.04098780306383839,14,0.0,3,0.875,0.0,0.9472220230317807,0.08157998699242287,True,False,False
16046,14.547560975609757,0.0,1192.9,21.301785714285717,58.65756603573811,4.03212374459764,25.340330287534577,0.5487804878048781,9.872727272727273,7,0.23430295917511945,0.08083661664850364,9,0.22677582084589246,-0.20252587586116827,-3.436135433023436,0.9544642857142855,0.45820963698788725,40,0.06976744186046512,2,0.9821428571428571,0.24592588846606062,2.7439037758798235,0.6701161332337227,False,True,False
16047,12.86219512195122,0.0,1054.7,34.022580645161284,64.60920893396366,5.023186813866521,32.24332985683132,0.7317073170731707,10.466666666666667,35,0.11444012515407223,0.056423627571821365,8,0.3354438318596818,-0.07156713575167879,1.3849014332887664,0.9583870967741938,0.40102449446547556,21,0.08695652173913043,2,0.9354838709677419,0.2822338065359121,2.629165359428412,0.6721212246571966,False,True,False
16048,5.096341463414634,0.0,417.9,7.738888888888888,14.211074408100906,2.788485526356244,20.061450107681264,0.5487804878048781,10.018867924528301,5,0.15530031107920558,0.3342187126106724,9,0.13129663747353776,-0.058075118903799496,-0.6524698515010634,0.5300000000000001,0.29323826361046923,28,0.06666666666666667,3,0.9074074074074074,0.0,1.8076888311552715,0.4252677354043442,False,True,False
16049,6.835121951219512,0.0,560.48,17.515,16.055612475401023,2.3489869807716315,12.640593776762774,0.7560975609756098,16.870967741935484,24,0.21542249500428204,0.4152512132457893,1,0.13782934180473666,-0.18525592886450948,-1.0929390282346114,0.38187499999999996,0.2526049765811204,22,0.12,1,1.0,0.0,2.0586164406159537,0.3234412726295737,False,True,False
16050,0.5664634146341464,0.0,46.45,5.80625,2.32736080696687,4.108580972471115,22.06673842841765,0.9146341463414634,8.285714285714286,61,0.0,0.8105489773950484,3,0.4294037015622663,-0.02667635310891262,0.0,0.4,0.16035674514745465,4,0.0,1,1.0,0.0,0.4488204762916395,0.33647223662121295,True,False,False
16051,1.0328048780487804,0.0,84.69,21.1725,6.1622128609918585,5.966483110182223,50.30959971661353,0.9512195121951219,59.666666666666664,54,0.2079348211122919,0.6135317038611406,1,0.4515322431788172,-0.05741959708753713,-1.4765443879342564,0.4325,0.31468237955119127,3,0.0,3,0.5,0.0,0.7094165526907434,0.3594211696067576,True,False,False
16052,3.430731707317073,0.0,281.32,8.037714285714285,9.145573682198021,2.665779332931316,20.546637281387742,0.6707317073170732,15.382352941176471,9,0.0989620361154557,0.18654912555097397,6,0.23747272688529422,0.044753975250595865,0.815974803993774,0.5685714285714286,0.23425906796615098,18,0.14285714285714285,3,0.9142857142857143,0.034591626630061774,1.4885647413697596,0.4501652870260713,False,True,False
16053,2.2649999999999997,0.0,185.73,18.573,9.582449524463401,4.230662041705696,26.490066225165567,0.8780487804878049,34.22222222222222,31,0.11080600872233888,0.1300274592149895,8,0.23522249681640134,-0.0220279491951546,1.1767262373436638,0.174,0.07589466384404109,8,0.0,3,0.8,0.24417043096081065,1.1832597627283943,0.16041672140590468,True,False,False
16054,0.39365853658536587,0.0,32.28,3.228,1.8439835516493597,4.684220918068386,38.4089219330855,0.8780487804878049,58.666666666666664,25,0.03903345724907063,0.07806691449814127,8,0.39718218377302683,0.007641623404185851,1.3777351077242208,0.32999999999999996,0.14491376746189438,7,0.125,1,1.0,0.0,0.33193233009831924,0.28517894223366236,True,False,False
16119,1.5940243902439026,0.0,130.71,16.33875,10.807092762380934,6.779753702970213,57.06939025323234,0.9634146341463414,1.1428571428571428,78,1.0,0.0,12,1.0,-0.10878407940705914,0.0,1.0325,0.4027317434010598,7,0.0,2,0.875,0.0,0.9532104884113061,0.7092665624398286,True,False,False
16151A,0.8841463414634146,0.0,72.5,14.5,6.068309088057095,6.863466830630093,60.793103448275865,0.9512195121951219,61.1694444444443,53,0.0,0.0,5,0.9019024970273484,0.043670617429065854,1.3849014332887664,2.25,1.3693063937629153,5,0.0,1,1.0,0.0,0.633474849073547,1.1786549963416462,True,False,False
16156L,3.841463414634146,0.0,315.0,10.862068965517242,5.836178168095634,1.5192590786788633,5.466666666666667,0.6707317073170732,18.357142857142858,9,0.1,0.5,3,0.1288888888888889,0.003885460541352396,-0.3526399687265531,0.42,0.0,27,0.06896551724137931,6,0.6896551724137931,0.0,1.5772170334229372,0.35065687161316933,False,True,False
16156N,7.554878048780488,0.0,619.5,11.0625,15.93466717211812,2.1091891979236252,9.728813559322035,0.7195121951219512,3.2363636363636363,52,0.22033898305084745,0.6101694915254238,3,0.19678253375466823,-0.39620269696672866,-0.5730588581918754,0.42,0.0,51,0.07272727272727272,1,1.0,0.0,2.1465016522782623,0.35065687161316933,False,True,False
16156S,67.52585365853659,52.5,5537.12,15.685892351274788,59.51862714862745,0.881419840311832,3.7985450920334034,0.0975609756097561,1.1846590909090908,2,0.17969630421591007,0.33783266391192535,3,0.09389973326925179,-0.5329828800296036,-0.23292042823112968,0.4147875354107649,0.01977207232923838,242,0.31054131054131057,12,0.9291784702549575,0.010953051207121985,4.227211099733094,0.34697936816814323,False,False,True
16161C,0.5487804878048781,0.0,45.0,22.5,4.006637822735858,7.30098447698534,63.77777777777777,0.975609756097561,20.0,78,1.0,0.0,12,1.0,-0.037385313612172275,0.0,0.1,0.0,2,0.0,1,1.0,0.0,0.4374678391943382,0.09531017980432487,True,False,False
16161E,0.9146341463414634,0.0,75.0,8.333333333333334,5.886165448885982,6.435540890782007,57.4,0.926829268292683,9.25,69,0.8,0.2,12,0.6622222222222224,-0.05926143598785387,0.0,0.1,0.0,8,0.1111111111111111,1,1.0,0.0,0.649526558084055,0.09531017980432487,True,False,False
16161G,0.5182926829268293,0.0,42.5,2.5,1.0196983394134707,1.9674179725154022,4.823529411764706,0.7926829268292683,31.8125,17,0.17647058823529413,0.35294117647058826,3,0.15570934256055363,0.0025848652060817797,0.0,0.1,0.0,15,0.11764705882352941,3,0.8235294117647058,0.0,0.4175864686405092,0.09531017980432487,False,True,False
16161M,5.353658536585366,0.0,439.0,11.256410256410257,8.111296727281813,1.5150941495150538,5.883826879271071,0.6341463414634146,9.131578947368421,29,0.3826879271070615,0.30637813211845105,12,0.11884797193870933,-0.15576669822923128,0.0,0.41794871794871796,0.012810252304406968,36,0.07692307692307693,2,0.9743589743589743,0.02335928809788654,1.8490307944891138,0.3492112623986427,False,True,False
16161P,47.99268292682927,42.0,3935.4,12.53312101910828,40.425659924945684,0.8423296523467871,3.490115363114296,0.1951219512195122,1.402555910543131,9,0.2106520302891701,0.29105046500991005,6,0.10966223769867503,0.4106385433332245,0.6801035173679155,0.4187261146496815,0.01003037652465898,222,0.2929936305732484,14,0.8949044585987261,0.0,3.891670958936195,0.34975936661664603,False,False,True
16161U,38.84048780487805,31.5,3184.92,12.44109375,34.96891388119902,0.9003211817748388,5.123519586049257,0.07317073170731707,1.7921568627450981,2,0.2200997199301709,0.35338407244138,3,0.09218010255000327,-0.2858419042021746,-0.447775083610523,0.4178125,0.013072197708923174,175,0.3137254901960784,11,0.90625,0.006550381793681689,3.684883676739784,0.34911519087614595,False,False,True
16162L,6.845487804878048,0.0,561.3299999999999,22.453200000000002,29.998882001902125,4.382285507911521,27.346480679814018,0.7560975609756098,22.708333333333332,20,0.17966258706999452,0.1268237934904602,8,0.26893594006027377,-0.13450234542506068,-3.5997910552969206,0.7696,0.4382396604598904,13,0.0,2,0.96,0.25009017674642303,2.0599385646059947,0.5707535323458786,False,True,False
16162M,0.3073170731707317,0.0,25.2,5.04,1.2134208848962666,3.9484330381545187,16.400000000000002,0.9390243902439024,36.75,32,0.2,0.0,9,0.28,-0.0009325105299245756,0.0,0.42000000000000004,6.206335383118183e-17,5,0.0,1,1.0,0.0,0.2679770013724485,0.3506568716131694,True,False,False
16168M,5.28780487804878,0.85,433.59999999999997,5.488607594936708,10.736663047407054,2.030457495127718,13.071586715867161,0.3780487804878049,6.538461538461538,6,0.2638607011070111,0.41881918819188196,3,0.14612409004336818,-0.12224442485388706,-0.9159326298112411,0.5826582278481013,0.23572968472035444,34,0.19047619047619047,2,0.9620253164556962,0.0,1.838612023800779,0.4591058560398868,False,False,True
16168S,1.5467073170731704,0.0,126.82999999999998,11.53,8.039278429459051,5.197672721088404,39.95584640857842,0.926829268292683,5.3,72,0.6405424584088938,0.35945754159110616,12,0.49110035467260915,-0.10111546456830028,0.0,0.31363636363636366,0.208579612008112,4,0.42857142857142855,1,1.0,0.0,0.9348012765844316,0.27279914176007064,True,False,False
16169A,0.12804878048780488,0.0,10.5,10.5,1.159531023785889,9.055385138137417,82.0,0.9878048780487805,,60,0.0,0.0,4,1.0,-0.004456851797433636,0.0,0.42,,1,0.0,1,1.0,0.0,0.1204893972541264,0.35065687161316933,True,False,False
16169C,6.914634146341464,0.0,567.0,13.186046511627907,21.271728887528123,3.076334689201598,15.185185185185185,0.8536585365853658,7.642857142857143,37,0.8888888888888888,0.0,10,0.3216735253772291,-0.08136611486596793,1.0454205599182664,0.42000000000000015,1.6850433239905678e-16,42,0.023255813953488372,4,0.9069767441860465,0.0,2.068713469439837,0.3506568716131695,True,False,False
16169D,1.2804878048780488,0.0,105.0,11.666666666666666,8.313716748774992,6.4926168895195175,49.199999999999996,0.975609756097561,1.125,78,1.0,0.0,12,1.0,-0.09119404447056519,0.0,0.42,0.0,9,0.0,2,0.8888888888888888,0.0,0.8243893695903335,0.35065687161316933,True,False,False
16169F,4.9939024390243905,0.0,409.5,12.044117647058824,17.556345605014446,3.5155563848868976,23.128205128205128,0.8658536585365854,9.212121212121213,36,0.7692307692307693,0.0,10,0.3504273504273504,-0.08148039311718419,0.9290840833340646,0.42,0.0,34,0.0,2,0.9411764705882353,0.0,1.7907426923229681,0.35065687161316933,True,False,False
16169G,0.12804878048780488,0.0,10.5,10.5,1.159531023785889,9.055385138137417,82.0,0.9878048780487805,,78,1.0,0.0,12,1.0,-0.009027981846083522,0.0,0.42,,1,0.0,1,1.0,0.0,0.1204893972541264,0.35065687161316933,True,False,False
